User_ID,Login_Time,File_Access,USB_Usage,Network_Traffic_MB,Anomaly Label
3311,2:00 PM,139,Yes,349,1
3312,6:00 AM,57,Yes,279,1
3313,2:00 PM,108,Yes,407,1
3314,2:00 PM,743,No,318,0
3315,10:00 PM,6,No,830,0
3316,10:00 PM,392,No,403,0
3317,2:00 PM,878,Yes,685,1
3318,2:00 PM,745,Yes,763,1
3319,2:00 PM,363,Yes,991,1
3320,2:00 PM,933,Yes,303,1
3321,10:00 PM,86,No,398,0
3322,2:00 PM,46,Yes,152,1
3323,6:00 AM,184,Yes,184,1
3324,2:00 PM,875,Yes,367,1
3325,2:00 PM,948,No,408,0
3326,10:00 PM,136,No,625,0
3327,2:00 PM,609,No,860,0
3328,6:00 AM,894,No,999,0
3329,2:00 PM,523,No,496,0
3330,10:00 PM,759,No,913,0
3331,10:00 PM,420,No,564,0
3332,6:00 AM,290,Yes,806,1
3333,2:00 PM,331,Yes,538,1
3334,2:00 PM,133,No,557,0
3335,2:00 PM,236,Yes,437,1
3336,2:00 PM,24,Yes,629,1
3337,6:00 AM,338,Yes,410,1
3338,6:00 AM,150,No,361,0
3339,6:00 AM,294,Yes,738,1
3340,2:00 PM,381,Yes,288,1
3341,6:00 AM,410,No,755,0
3342,2:00 PM,598,No,806,0
3343,2:00 PM,255,No,647,0
3344,6:00 AM,21,No,993,0
3345,2:00 PM,811,No,15,0
3346,2:00 PM,958,Yes,732,1
3347,2:00 PM,617,Yes,139,1
3348,10:00 PM,714,No,995,0
3349,2:00 PM,334,Yes,687,1
3350,2:00 PM,489,No,930,0
3351,6:00 AM,367,Yes,58,1
3352,2:00 PM,115,Yes,581,1
3353,2:00 PM,342,Yes,269,1
3354,2:00 PM,854,No,607,0
3355,2:00 PM,226,Yes,879,1
3356,2:00 PM,338,Yes,286,1
3357,2:00 PM,236,Yes,852,1
3358,2:00 PM,360,No,562,0
3359,2:00 PM,524,No,327,0
3360,6:00 AM,308,No,15,0
3361,2:00 PM,8,No,157,0
3362,10:00 PM,819,Yes,505,1
3363,6:00 AM,221,Yes,449,1
3364,2:00 PM,774,Yes,942,1
3365,2:00 PM,385,No,731,0
3366,2:00 PM,902,No,661,0
3367,6:00 AM,279,Yes,930,1
3368,2:00 PM,812,Yes,360,1
3369,2:00 PM,492,No,730,0
3370,2:00 PM,535,Yes,804,1
3371,2:00 PM,159,No,327,0
3372,2:00 PM,838,Yes,846,1
3373,2:00 PM,357,Yes,789,1
3374,2:00 PM,715,No,491,0
3375,2:00 PM,144,Yes,169,1
3376,2:00 PM,577,Yes,759,1
3377,2:00 PM,855,No,875,0
3378,6:00 AM,452,No,912,0
3379,2:00 PM,935,No,506,0
3380,2:00 PM,87,Yes,872,1
3381,6:00 AM,40,Yes,980,1
3382,2:00 PM,597,No,445,0
3383,6:00 AM,332,Yes,625,1
3384,2:00 PM,730,No,253,0
3385,10:00 PM,390,No,166,0
3386,2:00 PM,105,No,61,0
3387,2:00 PM,679,Yes,614,1
3388,2:00 PM,252,Yes,178,1
3389,2:00 PM,993,No,655,0
3390,10:00 PM,505,No,346,0
3391,2:00 PM,534,Yes,753,1
3392,2:00 PM,825,No,907,0
3393,2:00 PM,86,No,845,0
3394,2:00 PM,800,No,372,0
3395,6:00 AM,641,Yes,156,1
3396,2:00 PM,807,No,137,0
3397,2:00 PM,400,Yes,442,1
3398,2:00 PM,197,Yes,520,1
3399,2:00 PM,51,No,497,0
3400,2:00 PM,58,No,944,0
3401,2:00 PM,245,Yes,50,1
3402,2:00 PM,415,No,664,0
3403,2:00 PM,424,Yes,173,1
3404,2:00 PM,111,No,481,0
3405,2:00 PM,576,Yes,987,1
3406,6:00 AM,29,Yes,192,1
3407,2:00 PM,670,Yes,869,1
3408,10:00 PM,897,No,195,0
3409,2:00 PM,918,No,785,0
3410,6:00 AM,985,No,939,0
3411,2:00 PM,486,Yes,122,1
3412,10:00 PM,344,No,301,0
3413,2:00 PM,584,No,544,0
3414,6:00 AM,833,No,350,0
3415,6:00 AM,507,Yes,352,1
3416,6:00 AM,519,Yes,283,1
3417,2:00 PM,734,Yes,300,1
3418,2:00 PM,124,Yes,670,1
3419,2:00 PM,509,Yes,441,1
3420,2:00 PM,86,Yes,949,1
3421,2:00 PM,494,No,697,0
3422,10:00 PM,756,No,784,0
3423,2:00 PM,551,Yes,593,1
3424,2:00 PM,628,Yes,350,1
3425,2:00 PM,563,No,385,0
3426,2:00 PM,18,No,466,0
3427,2:00 PM,76,No,473,0
3428,2:00 PM,252,Yes,568,1
3429,6:00 AM,54,Yes,790,1
3430,2:00 PM,322,No,521,0
3431,2:00 PM,580,Yes,746,1
3432,2:00 PM,226,Yes,473,1
3433,2:00 PM,624,No,426,0
3434,2:00 PM,372,No,585,0
3435,6:00 AM,332,No,896,0
3436,2:00 PM,185,Yes,375,1
3437,2:00 PM,976,Yes,665,1
3438,10:00 PM,227,No,634,0
3439,2:00 PM,791,No,741,0
3440,10:00 PM,471,No,971,0
3441,2:00 PM,4,Yes,101,1
3442,2:00 PM,638,Yes,731,1
3443,2:00 PM,770,Yes,614,1
3444,2:00 PM,196,No,268,0
3445,2:00 PM,329,No,205,0
3446,2:00 PM,767,Yes,389,1
3447,2:00 PM,393,Yes,617,1
3448,2:00 PM,691,No,142,0
3449,6:00 AM,702,Yes,702,1
3450,6:00 AM,871,No,415,0
3451,2:00 PM,740,No,608,0
3452,2:00 PM,369,Yes,642,1
3453,6:00 AM,852,No,262,0
3454,2:00 PM,682,No,970,0
3455,2:00 PM,442,No,98,0
3456,2:00 PM,457,No,705,0
3457,2:00 PM,755,No,663,0
3458,10:00 PM,766,Yes,648,1
3459,6:00 AM,219,Yes,105,1
3460,2:00 PM,910,Yes,367,1
3461,2:00 PM,61,No,115,0
3462,6:00 AM,714,Yes,255,1
3463,10:00 PM,508,No,756,0
3464,10:00 PM,657,No,5,0
3465,2:00 PM,900,Yes,30,1
3466,2:00 PM,336,No,927,0
3467,2:00 PM,769,No,673,0
3468,2:00 PM,3,Yes,428,1
3469,2:00 PM,733,No,395,0
3470,2:00 PM,434,No,631,0
3471,2:00 PM,46,Yes,132,1
3472,2:00 PM,548,No,745,0
3473,6:00 AM,707,Yes,637,1
3474,2:00 PM,21,No,811,0
3475,2:00 PM,630,No,447,0
3476,10:00 PM,82,No,90,0
3477,2:00 PM,133,Yes,120,1
3478,2:00 PM,778,Yes,902,1
3479,2:00 PM,469,No,780,0
3480,2:00 PM,325,No,145,0
3481,2:00 PM,348,Yes,232,1
3482,2:00 PM,639,Yes,727,1
3483,2:00 PM,333,No,287,0
3484,6:00 AM,303,Yes,306,1
3485,2:00 PM,918,Yes,151,1
3486,2:00 PM,748,No,102,0
3487,6:00 AM,280,No,968,0
3488,2:00 PM,225,No,161,0
3489,2:00 PM,354,No,729,0
3490,6:00 AM,367,Yes,35,1
3491,2:00 PM,25,Yes,308,1
3492,2:00 PM,374,No,801,0
3493,2:00 PM,1000,No,958,0
3494,10:00 PM,587,Yes,151,1
3495,2:00 PM,384,Yes,881,1
3496,10:00 PM,572,Yes,87,1
3497,2:00 PM,653,No,127,0
3498,2:00 PM,57,No,835,0
3499,2:00 PM,420,Yes,754,1
3500,10:00 PM,266,No,142,0
3501,2:00 PM,819,Yes,170,1
3502,2:00 PM,911,No,622,0
3503,6:00 AM,503,No,767,0
3504,6:00 AM,204,Yes,63,1
3505,6:00 AM,453,No,725,0
3506,10:00 PM,407,Yes,448,1
3507,2:00 PM,916,No,601,0
3508,2:00 PM,998,No,572,0
3509,2:00 PM,824,Yes,756,1
3510,2:00 PM,796,Yes,774,1
3511,2:00 PM,662,Yes,297,1
3512,2:00 PM,134,No,772,0
3513,2:00 PM,404,No,742,0
3514,6:00 AM,677,Yes,83,1
3515,2:00 PM,704,No,55,0
3516,10:00 PM,855,No,190,0
3517,6:00 AM,373,Yes,335,1
3518,6:00 AM,849,No,202,0
3519,2:00 PM,617,Yes,719,1
3520,6:00 AM,615,No,216,0
3521,2:00 PM,241,No,227,0
3522,2:00 PM,367,No,730,0
3523,6:00 AM,129,No,870,0
3524,6:00 AM,975,No,791,0
3525,2:00 PM,712,Yes,821,1
3526,6:00 AM,274,No,334,0
3527,2:00 PM,638,Yes,428,1
3528,2:00 PM,698,Yes,829,1
3529,2:00 PM,433,Yes,401,1
3530,2:00 PM,794,Yes,335,1
3531,10:00 PM,116,Yes,965,1
3532,6:00 AM,384,Yes,574,1
3533,2:00 PM,270,No,636,0
3534,2:00 PM,933,Yes,805,1
3535,2:00 PM,802,No,897,0
3536,2:00 PM,727,No,270,0
3537,2:00 PM,180,No,922,0
3538,2:00 PM,895,Yes,801,1
3539,2:00 PM,440,No,650,0
3540,2:00 PM,188,Yes,989,1
3541,10:00 PM,509,Yes,752,1
3542,2:00 PM,410,Yes,32,1
3543,2:00 PM,234,Yes,265,1
3544,6:00 AM,565,Yes,710,1
3545,10:00 PM,639,Yes,738,1
3546,2:00 PM,412,Yes,676,1
3547,2:00 PM,839,No,167,0
3548,2:00 PM,659,Yes,417,1
3549,2:00 PM,778,No,194,0
3550,6:00 AM,884,No,759,0
3551,10:00 PM,615,Yes,919,1
3552,10:00 PM,596,No,543,0
3553,10:00 PM,589,No,281,0
3554,2:00 PM,116,No,626,0
3555,2:00 PM,797,No,276,0
3556,10:00 PM,547,Yes,692,1
3557,2:00 PM,180,Yes,338,1
3558,6:00 AM,313,No,987,0
3559,10:00 PM,297,Yes,602,1
3560,2:00 PM,173,Yes,334,1
3561,2:00 PM,158,Yes,33,1
3562,2:00 PM,763,Yes,765,1
3563,6:00 AM,97,Yes,459,1
3564,2:00 PM,229,Yes,594,1
3565,2:00 PM,664,Yes,628,1
3566,2:00 PM,204,Yes,771,1
3567,2:00 PM,240,Yes,106,1
3568,2:00 PM,377,Yes,37,1
3569,2:00 PM,973,Yes,977,1
3570,2:00 PM,821,Yes,615,1
3571,2:00 PM,391,No,469,0
3572,10:00 PM,106,Yes,487,1
3573,2:00 PM,218,Yes,328,1
3574,2:00 PM,21,Yes,881,1
3575,2:00 PM,256,No,724,0
3576,2:00 PM,906,No,826,0
3577,10:00 PM,799,No,967,0
3578,2:00 PM,739,Yes,682,1
3579,2:00 PM,560,No,640,0
3580,2:00 PM,279,Yes,648,1
3581,2:00 PM,72,No,354,0
3582,2:00 PM,268,Yes,952,1
3583,2:00 PM,869,Yes,515,1
3584,10:00 PM,956,No,748,0
3585,2:00 PM,87,Yes,245,1
3586,2:00 PM,848,No,523,0
3587,2:00 PM,193,No,927,0
3588,10:00 PM,303,No,964,0
3589,2:00 PM,710,Yes,534,1
3590,6:00 AM,955,No,724,0
3591,2:00 PM,688,No,317,0
3592,2:00 PM,826,Yes,674,1
3593,6:00 AM,218,No,522,0
3594,2:00 PM,118,No,594,0
3595,2:00 PM,700,No,731,0
3596,6:00 AM,789,Yes,365,1
3597,10:00 PM,710,No,869,0
3598,2:00 PM,170,No,710,0
3599,2:00 PM,676,No,795,0
3600,6:00 AM,232,Yes,39,1
3601,2:00 PM,846,Yes,315,1
3602,10:00 PM,842,No,355,0
3603,10:00 PM,90,Yes,7,1
3604,2:00 PM,5,Yes,54,1
3605,10:00 PM,628,Yes,720,1
3606,2:00 PM,631,No,565,0
3607,10:00 PM,84,Yes,884,1
3608,2:00 PM,13,Yes,347,1
3609,2:00 PM,537,Yes,712,1
3610,2:00 PM,547,Yes,834,1
3611,6:00 AM,842,Yes,213,1
3612,10:00 PM,340,No,200,0
3613,10:00 PM,771,No,946,0
3614,2:00 PM,275,No,250,0
3615,2:00 PM,883,No,578,0
3616,2:00 PM,328,No,569,0
3617,6:00 AM,724,No,232,0
3618,2:00 PM,804,No,786,0
3619,10:00 PM,691,No,910,0
3620,2:00 PM,670,No,402,0
3621,2:00 PM,472,No,261,0
3622,2:00 PM,238,No,763,0
3623,2:00 PM,844,No,511,0
3624,2:00 PM,837,Yes,650,1
3625,2:00 PM,849,No,210,0
3626,2:00 PM,217,No,420,0
3627,10:00 PM,143,No,582,0
3628,6:00 AM,126,Yes,954,1
3629,6:00 AM,832,Yes,700,1
3630,2:00 PM,747,Yes,527,1
3631,6:00 AM,661,Yes,338,1
3632,2:00 PM,379,Yes,249,1
3633,2:00 PM,660,No,307,0
3634,2:00 PM,119,No,143,0
3635,2:00 PM,763,No,827,0
3636,2:00 PM,608,Yes,728,1
3637,2:00 PM,898,No,389,0
3638,2:00 PM,325,Yes,520,1
3639,2:00 PM,543,Yes,204,1
3640,10:00 PM,178,Yes,165,1
3641,10:00 PM,233,No,232,0
3642,2:00 PM,476,No,591,0
3643,2:00 PM,892,Yes,515,1
3644,2:00 PM,644,Yes,44,1
3645,10:00 PM,900,No,335,0
3646,10:00 PM,624,Yes,94,1
3647,2:00 PM,403,No,129,0
3648,2:00 PM,687,Yes,257,1
3649,2:00 PM,701,No,51,0
3650,2:00 PM,76,Yes,864,1
3651,6:00 AM,547,No,555,0
3652,2:00 PM,897,Yes,867,1
3653,2:00 PM,407,Yes,117,1
3654,2:00 PM,968,Yes,617,1
3655,2:00 PM,639,Yes,439,1
3656,2:00 PM,463,No,105,0
3657,2:00 PM,332,Yes,68,1
3658,2:00 PM,756,No,532,0
3659,2:00 PM,353,Yes,155,1
3660,6:00 AM,806,No,818,0
3661,2:00 PM,195,No,144,0
3662,2:00 PM,264,No,981,0
3663,10:00 PM,563,Yes,85,1
3664,10:00 PM,203,No,129,0
3665,10:00 PM,700,No,669,0
3666,6:00 AM,523,No,709,0
3667,2:00 PM,775,Yes,376,1
3668,10:00 PM,202,Yes,714,1
3669,6:00 AM,365,Yes,42,1
3670,2:00 PM,784,No,592,0
3671,2:00 PM,471,No,202,0
3672,6:00 AM,574,Yes,108,1
3673,6:00 AM,788,Yes,731,1
3674,2:00 PM,559,Yes,308,1
3675,6:00 AM,945,No,432,0
3676,2:00 PM,265,Yes,952,1
3677,2:00 PM,737,Yes,760,1
3678,2:00 PM,451,Yes,82,1
3679,2:00 PM,519,Yes,799,1
3680,10:00 PM,246,No,704,0
3681,2:00 PM,528,Yes,128,1
3682,6:00 AM,924,No,576,0
3683,2:00 PM,878,Yes,589,1
3684,10:00 PM,973,No,536,0
3685,2:00 PM,204,Yes,867,1
3686,2:00 PM,200,Yes,488,1
3687,2:00 PM,360,No,836,0
3688,10:00 PM,133,Yes,686,1
3689,6:00 AM,758,No,361,0
3690,2:00 PM,9,Yes,544,1
3691,2:00 PM,999,No,737,0
3692,2:00 PM,874,No,778,0
3693,2:00 PM,735,No,883,0
3694,2:00 PM,297,No,291,0
3695,2:00 PM,971,Yes,996,1
3696,2:00 PM,725,Yes,63,1
3697,2:00 PM,685,No,141,0
3698,2:00 PM,73,No,574,0
3699,2:00 PM,939,Yes,655,1
3700,10:00 PM,339,No,695,0
3701,2:00 PM,690,Yes,995,1
3702,2:00 PM,352,Yes,583,1
3703,2:00 PM,282,No,114,0
3704,2:00 PM,251,No,178,0
3705,10:00 PM,624,No,765,0
3706,2:00 PM,772,Yes,768,1
3707,2:00 PM,369,No,868,0
3708,10:00 PM,412,No,940,0
3709,2:00 PM,485,Yes,290,1
3710,6:00 AM,73,No,597,0
3711,10:00 PM,222,No,684,0
3712,2:00 PM,568,No,958,0
3713,2:00 PM,334,No,468,0
3714,10:00 PM,348,No,755,0
3715,2:00 PM,648,No,18,0
3716,2:00 PM,673,No,160,0
3717,2:00 PM,359,Yes,301,1
3718,2:00 PM,965,Yes,54,1
3719,10:00 PM,496,No,719,0
3720,2:00 PM,624,No,203,0
3721,10:00 PM,649,No,506,0
3722,2:00 PM,273,Yes,434,1
3723,2:00 PM,593,Yes,650,1
3724,10:00 PM,548,Yes,852,1
3725,2:00 PM,727,Yes,361,1
3726,6:00 AM,165,Yes,441,1
3727,6:00 AM,134,Yes,732,1
3728,2:00 PM,223,Yes,555,1
3729,6:00 AM,202,No,414,0
3730,2:00 PM,647,No,553,0
3731,2:00 PM,764,No,875,0
3732,2:00 PM,846,No,493,0
3733,2:00 PM,841,Yes,805,1
3734,2:00 PM,828,No,315,0
3735,2:00 PM,490,Yes,34,1
3736,10:00 PM,945,No,344,0
3737,2:00 PM,423,Yes,573,1
3738,2:00 PM,543,Yes,480,1
3739,6:00 AM,528,No,990,0
3740,2:00 PM,350,Yes,688,1
3741,2:00 PM,146,No,130,0
3742,2:00 PM,630,No,909,0
3743,10:00 PM,879,No,68,0
3744,6:00 AM,410,Yes,76,1
3745,2:00 PM,428,No,893,0
3746,2:00 PM,845,Yes,533,1
3747,2:00 PM,570,Yes,362,1
3748,10:00 PM,293,No,25,0
3749,2:00 PM,617,Yes,708,1
3750,10:00 PM,55,No,140,0
3751,2:00 PM,547,Yes,593,1
3752,6:00 AM,901,No,812,0
3753,6:00 AM,678,No,101,0
3754,6:00 AM,105,Yes,637,1
3755,2:00 PM,52,Yes,849,1
3756,10:00 PM,751,No,889,0
3757,2:00 PM,480,Yes,702,1
3758,2:00 PM,446,Yes,820,1
3759,2:00 PM,898,No,331,0
3760,2:00 PM,93,Yes,453,1
3761,2:00 PM,771,Yes,669,1
3762,2:00 PM,455,Yes,250,1
3763,10:00 PM,805,Yes,435,1
3764,2:00 PM,29,Yes,350,1
3765,10:00 PM,194,Yes,221,1
3766,2:00 PM,225,Yes,427,1
3767,2:00 PM,118,Yes,400,1
3768,2:00 PM,931,No,122,0
3769,2:00 PM,418,Yes,911,1
3770,10:00 PM,376,No,944,0
3771,10:00 PM,881,Yes,279,1
3772,2:00 PM,187,No,65,0
3773,2:00 PM,328,No,99,0
3774,2:00 PM,758,Yes,674,1
3775,6:00 AM,813,No,81,0
3776,10:00 PM,812,Yes,397,1
3777,2:00 PM,298,No,979,0
3778,2:00 PM,539,No,754,0
3779,2:00 PM,746,No,170,0
3780,2:00 PM,905,Yes,604,1
3781,6:00 AM,507,No,848,0
3782,2:00 PM,643,Yes,428,1
3783,2:00 PM,961,Yes,478,1
3784,10:00 PM,581,No,153,0
3785,6:00 AM,683,No,696,0
3786,10:00 PM,944,Yes,990,1
3787,2:00 PM,843,No,51,0
3788,2:00 PM,903,Yes,382,1
3789,6:00 AM,213,Yes,590,1
3790,2:00 PM,856,No,17,0
3791,2:00 PM,643,Yes,836,1
3792,10:00 PM,637,Yes,885,1
3793,2:00 PM,115,No,927,0
3794,2:00 PM,646,No,744,0
3795,10:00 PM,410,No,28,0
3796,2:00 PM,673,Yes,580,1
3797,10:00 PM,400,Yes,787,1
3798,2:00 PM,605,No,358,0
3799,2:00 PM,629,Yes,351,1
3800,6:00 AM,397,No,507,0
3801,2:00 PM,57,Yes,891,1
3802,2:00 PM,191,No,146,0
3803,6:00 AM,53,Yes,489,1
3804,2:00 PM,730,No,94,0
3805,2:00 PM,992,Yes,806,1
3806,6:00 AM,966,Yes,946,1
3807,2:00 PM,958,Yes,619,1
3808,2:00 PM,972,Yes,294,1
3809,2:00 PM,396,Yes,750,1
3810,2:00 PM,822,Yes,109,1
3811,2:00 PM,468,Yes,8,1
3812,2:00 PM,97,Yes,836,1
3813,2:00 PM,954,Yes,968,1
3814,2:00 PM,553,Yes,807,1
3815,2:00 PM,949,No,581,0
3816,2:00 PM,564,No,88,0
3817,2:00 PM,140,Yes,838,1
3818,6:00 AM,401,No,754,0
3819,2:00 PM,643,Yes,303,1
3820,2:00 PM,113,No,937,0
3821,2:00 PM,961,Yes,202,1
3822,2:00 PM,158,No,862,0
3823,2:00 PM,943,Yes,478,1
3824,2:00 PM,79,No,409,0
3825,6:00 AM,141,No,63,0
3826,2:00 PM,758,Yes,277,1
3827,2:00 PM,765,Yes,477,1
3828,2:00 PM,577,No,898,0
3829,2:00 PM,837,No,173,0
3830,6:00 AM,479,Yes,453,1
3831,10:00 PM,595,No,35,0
3832,2:00 PM,275,No,695,0
3833,2:00 PM,863,Yes,803,1
3834,2:00 PM,34,Yes,359,1
3835,2:00 PM,888,Yes,372,1
3836,2:00 PM,997,No,458,0
3837,10:00 PM,267,No,252,0
3838,2:00 PM,711,Yes,432,1
3839,2:00 PM,544,Yes,295,1
3840,10:00 PM,26,No,69,0
3841,2:00 PM,338,Yes,264,1
3842,10:00 PM,793,Yes,786,1
3843,2:00 PM,862,No,705,0
3844,2:00 PM,236,No,475,0
3845,2:00 PM,826,Yes,414,1
3846,2:00 PM,137,Yes,208,1
3847,10:00 PM,847,Yes,105,1
3848,10:00 PM,549,No,497,0
3849,2:00 PM,79,Yes,417,1
3850,2:00 PM,538,Yes,106,1
3851,10:00 PM,601,Yes,981,1
3852,2:00 PM,226,No,182,0
3853,2:00 PM,583,No,276,0
3854,10:00 PM,396,Yes,159,1
3855,6:00 AM,225,Yes,464,1
3856,2:00 PM,689,No,721,0
3857,10:00 PM,522,Yes,778,1
3858,2:00 PM,261,Yes,604,1
3859,2:00 PM,473,No,841,0
3860,2:00 PM,956,No,679,0
3861,10:00 PM,203,No,552,0
3862,2:00 PM,756,Yes,958,1
3863,10:00 PM,657,Yes,616,1
3864,2:00 PM,906,Yes,323,1
3865,6:00 AM,57,No,951,0
3866,10:00 PM,527,No,395,0
3867,2:00 PM,242,No,804,0
3868,2:00 PM,417,Yes,858,1
3869,2:00 PM,53,Yes,388,1
3870,2:00 PM,138,No,862,0
3871,2:00 PM,902,Yes,302,1
3872,6:00 AM,49,Yes,241,1
3873,2:00 PM,606,Yes,871,1
3874,6:00 AM,515,No,945,0
3875,2:00 PM,632,No,732,0
3876,10:00 PM,24,No,211,0
3877,2:00 PM,953,Yes,894,1
3878,2:00 PM,217,Yes,13,1
3879,2:00 PM,600,Yes,975,1
3880,2:00 PM,42,Yes,121,1
3881,10:00 PM,498,No,12,0
3882,2:00 PM,830,No,125,0
3883,2:00 PM,744,No,584,0
3884,2:00 PM,238,No,733,0
3885,2:00 PM,909,Yes,233,1
3886,2:00 PM,505,Yes,984,1
3887,2:00 PM,373,No,261,0
3888,2:00 PM,405,No,995,0
3889,2:00 PM,386,No,16,0
3890,6:00 AM,726,Yes,562,1
3891,2:00 PM,412,Yes,558,1
3892,2:00 PM,393,No,646,0
3893,2:00 PM,252,Yes,508,1
3894,6:00 AM,790,Yes,620,1
3895,10:00 PM,771,Yes,924,1
3896,6:00 AM,679,Yes,189,1
3897,6:00 AM,83,No,52,0
3898,2:00 PM,506,No,681,0
3899,2:00 PM,38,No,101,0
3900,2:00 PM,249,Yes,797,1
3901,2:00 PM,574,No,573,0
3902,6:00 AM,939,No,744,0
3903,10:00 PM,267,No,121,0
3904,6:00 AM,334,No,607,0
3905,6:00 AM,360,Yes,305,1
3906,6:00 AM,947,No,191,0
3907,2:00 PM,804,No,490,0
3908,10:00 PM,594,No,22,0
3909,2:00 PM,855,No,76,0
3910,2:00 PM,812,No,33,0
3911,2:00 PM,706,No,318,0
3912,6:00 AM,795,No,314,0
3913,2:00 PM,113,No,762,0
3914,2:00 PM,381,No,254,0
3915,6:00 AM,771,Yes,693,1
3916,10:00 PM,429,Yes,691,1
3917,2:00 PM,61,No,331,0
3918,6:00 AM,918,No,320,0
3919,6:00 AM,766,No,806,0
3920,6:00 AM,377,No,290,0
3921,10:00 PM,667,Yes,988,1
3922,10:00 PM,204,No,784,0
3923,6:00 AM,671,No,848,0
3924,2:00 PM,326,No,430,0
3925,2:00 PM,742,Yes,935,1
3926,6:00 AM,488,No,343,0
3927,10:00 PM,59,Yes,53,1
3928,2:00 PM,164,Yes,425,1
3929,10:00 PM,847,No,792,0
3930,2:00 PM,860,No,588,0
3931,2:00 PM,664,No,860,0
3932,6:00 AM,504,Yes,507,1
3933,2:00 PM,231,No,541,0
3934,2:00 PM,547,No,129,0
3935,6:00 AM,716,No,204,0
3936,6:00 AM,934,Yes,185,1
3937,2:00 PM,518,Yes,797,1
3938,2:00 PM,380,No,745,0
3939,6:00 AM,923,Yes,98,1
3940,6:00 AM,687,Yes,848,1
3941,2:00 PM,924,No,83,0
3942,2:00 PM,198,Yes,783,1
3943,2:00 PM,161,No,145,0
3944,6:00 AM,660,Yes,878,1
3945,2:00 PM,387,Yes,856,1
3946,2:00 PM,319,Yes,58,1
3947,2:00 PM,672,No,452,0
3948,2:00 PM,762,No,188,0
3949,2:00 PM,280,Yes,116,1
3950,2:00 PM,818,No,398,0
3951,2:00 PM,22,No,63,0
3952,10:00 PM,831,No,269,0
3953,2:00 PM,420,Yes,497,1
3954,2:00 PM,903,Yes,601,1
3955,2:00 PM,98,No,955,0
3956,2:00 PM,430,Yes,458,1
3957,6:00 AM,536,Yes,917,1
3958,6:00 AM,668,No,759,0
3959,2:00 PM,893,No,776,0
3960,2:00 PM,703,Yes,460,1
3961,2:00 PM,837,No,259,0
3962,6:00 AM,658,No,170,0
3963,2:00 PM,382,No,802,0
3964,10:00 PM,578,Yes,120,1
3965,10:00 PM,749,No,510,0
3966,2:00 PM,503,No,306,0
3967,6:00 AM,509,Yes,925,1
3968,2:00 PM,378,Yes,72,1
3969,2:00 PM,604,Yes,506,1
3970,2:00 PM,182,No,258,0
3971,2:00 PM,146,No,542,0
3972,2:00 PM,121,No,812,0
3973,2:00 PM,781,Yes,337,1
3974,2:00 PM,507,Yes,104,1
3975,10:00 PM,362,No,497,0
3976,2:00 PM,786,No,559,0
3977,2:00 PM,800,Yes,19,1
3978,2:00 PM,666,Yes,829,1
3979,2:00 PM,726,Yes,552,1
3980,2:00 PM,660,No,230,0
3981,2:00 PM,5,Yes,211,1
3982,6:00 AM,804,Yes,278,1
3983,10:00 PM,97,Yes,346,1
3984,10:00 PM,178,No,377,0
3985,6:00 AM,923,Yes,622,1
3986,2:00 PM,858,Yes,135,1
3987,6:00 AM,103,Yes,273,1
3988,2:00 PM,786,Yes,620,1
3989,2:00 PM,431,No,137,0
3990,2:00 PM,95,Yes,765,1
3991,2:00 PM,256,Yes,981,1
3992,6:00 AM,733,Yes,965,1
3993,2:00 PM,608,Yes,213,1
3994,2:00 PM,620,No,774,0
3995,2:00 PM,897,Yes,378,1
3996,2:00 PM,288,No,601,0
3997,2:00 PM,979,Yes,418,1
3998,2:00 PM,764,No,888,0
3999,2:00 PM,253,Yes,432,1
4000,10:00 PM,362,No,798,0
4001,2:00 PM,582,No,393,0
4002,10:00 PM,53,Yes,614,1
4003,6:00 AM,302,No,563,0
4004,2:00 PM,694,No,445,0
4005,2:00 PM,751,Yes,308,1
4006,2:00 PM,8,Yes,313,1
4007,2:00 PM,506,Yes,858,1
4008,2:00 PM,961,No,313,0
4009,2:00 PM,381,Yes,740,1
4010,10:00 PM,5,Yes,154,1
4011,2:00 PM,622,Yes,805,1
4012,2:00 PM,416,No,179,0
4013,2:00 PM,427,No,568,0
4014,10:00 PM,711,No,501,0
4015,2:00 PM,109,No,854,0
4016,6:00 AM,393,No,327,0
4017,2:00 PM,502,No,711,0
4018,2:00 PM,55,Yes,839,1
4019,2:00 PM,203,Yes,582,1
4020,6:00 AM,169,No,954,0
4021,2:00 PM,921,Yes,795,1
4022,10:00 PM,733,No,58,0
4023,2:00 PM,687,Yes,911,1
4024,2:00 PM,833,Yes,552,1
4025,6:00 AM,807,Yes,548,1
4026,10:00 PM,231,No,457,0
4027,2:00 PM,179,No,443,0
4028,2:00 PM,119,No,715,0
4029,2:00 PM,367,Yes,389,1
4030,2:00 PM,524,No,248,0
4031,6:00 AM,956,No,903,0
4032,2:00 PM,918,No,121,0
4033,6:00 AM,643,Yes,812,1
4034,10:00 PM,114,No,185,0
4035,2:00 PM,377,No,378,0
4036,2:00 PM,217,Yes,10,1
4037,2:00 PM,632,No,640,0
4038,6:00 AM,867,Yes,197,1
4039,6:00 AM,392,No,300,0
4040,2:00 PM,502,No,662,0
4041,10:00 PM,975,Yes,560,1
4042,6:00 AM,743,No,107,0
4043,2:00 PM,167,No,448,0
4044,2:00 PM,574,No,556,0
